label,pattern,replace
anoplura,Linognathus stenopsis,
anoplura,Linognathus taeniotrichus,
anoplura,Linognathus taurotragus,
anoplura,Linognathus tibialis,
anoplura,Linognathus tragelaphi,Linognathus panamensis
anoplura,Linognathus ungufatus,Linognathus angulatus
anoplura,Linognathus ungulata,Linognathus angulatus
anoplura,Linognathus vituli,
anoplura,Linognathus vulpis,
anoplura,Linognathus weissei,
anoplura,Linognathus zumpti,
anoplura,Linognatoides inornatus,Neohaematopinus inornatus
anoplura,Lutegus pectinifer,Linognathoides pectinifer
anoplura,Microphthirus uncinatus,
anoplura,Microthoracius cameli,
anoplura,Microthoracius mazzai,
anoplura,Microthoracius minor,
anoplura,Microthoracius praelongiceps,
anoplura,Mirophthirus liae,
anoplura,Neohaematopinus antennatus,Neohaematopinus sciurinus
anoplura,Neohaematopinus antennatus semifasciatus,Neohaematopinus semifasciatus
anoplura,Neohaematopinus appressus,
anoplura,Neohaematopinus baibacinae,Linognathoides baibacinae
anoplura,Neohaematopinus batuanae,
anoplura,Neohaematopinus callosciuri,
anoplura,Neohaematopinus capitaneus,
anoplura,Neohaematopinus ceylonicus,
anoplura,Neohaematopinus chinensis,
anoplura,Neohaematopinus citelli,Linognathoides citelli
anoplura,Neohaematopinus citellinus,
anoplura,Neohaematopinus cognatus,
anoplura,Neohaematopinus echinatus,
anoplura,Neohaematopinus elbeli,
anoplura,Neohaematopinus faurei,Linognathoides faurei
anoplura,Neohaematopinus griseicolus,
anoplura,Neohaematopinus heliosciuri,Johnsonpthirus heliosciuri
anoplura,Neohaematopinus inornatus,
anoplura,Neohaematopinus keniae,Johnsonpthirus keniae
anoplura,Neohaematopinus kenyae,Johnsonpthirus keniae
anoplura,Neohaematopinus kinabalensis,
anoplura,Neohaematopinus laeviusculus,Linognathoides laeviusculus
anoplura,Neohaematopinus longus,Abrocomaphthirus longus
anoplura,Neohaematopinus macrospinosus,Neohaematopinus sciurinus
anoplura,Neohaematopinus marmotae,Linognathoides marmotae
anoplura,Neohaematopinus mathesoni,Linognathoides marmotae
anoplura,Neohaematopinus menetensis,
anoplura,Neohaematopinus neotomae,
anoplura,Neohaematopinus pacificus,
anoplura,Neohaematopinus palaearctus,Linognathoides palaearctus
anoplura,Neohaematopinus pallidus,
anoplura,Neohaematopinus pansus,
anoplura,Neohaematopinus pectinifer,Linognathoides pectinifer
anoplura,Neohaematopinus petauristae,
anoplura,Neohaematopinus pteromydis,
anoplura,Neohaematopinus qadrii,
anoplura,Neohaematopinus relectus,Linognathoides relictus
anoplura,Neohaematopinus relictus,Linognathoides relictus
anoplura,Neohaematopinus robustus,
anoplura,Neohaematopinus rupestis,
anoplura,Neohaematopinus schizodactylus,Linognathoides schizodactylus
anoplura,Neohaematopinus sciuri,
anoplura,Neohaematopinus sciurinus,
anoplura,Neohaematopinus sciurinus griseicolus,Neohaematopinus griseicolus
anoplura,Neohaematopinus sciurinus sciurinus,Neohaematopinus sciurinus
anoplura,Neohaematopinus sciuropteri,
anoplura,Neohaematopinus semifasciatus,
anoplura,Neohaematopinus setosus,
anoplura,Neohaematopinus spilosomae,
anoplura,Neohaematopinus suahelicus,Johnsonpthirus suahelicus
anoplura,Neohaematopinus sundasciuri,
anoplura,Neohaematopinus syriacus,
anoplura,Neohaematopinus traubi,Linognathoides traubi
anoplura,Neolinognathus elephantuli,
anoplura,Neolinognathus praelautus,
anoplura,Neopedicinus patas,Pedicinus patas
anoplura,Neumannellus aulacodi,Scipio aulacodi
anoplura,Paradoxophthirus emarginata,
anoplura,Pecaroecus javalii,
anoplura,Pedicinus albidus,
anoplura,Pedicinus ancoratus,
anoplura,Pedicinus atratulus,
anoplura,Pedicinus badii,
anoplura,Pedicinus badiivorus,Pedicinus badii
anoplura,Pedicinus bilobatus,Pedicinus patas
anoplura,Pedicinus breviceps,Pedicinus eurygaster
anoplura,Pedicinus breviceps,Pedicinus obtusus
anoplura,Pedicinus cercocebi,
anoplura,Pedicinus colobi,
anoplura,Pedicinus curtipenitus,
anoplura,Pedicinus cynopitheci,
anoplura,Pedicinus eurygaster,
anoplura,Pedicinus fastigatus,Pedicinus pictus
anoplura,Pedicinus ferrisi,
anoplura,Pedicinus graciliceps,Pedicinus obtusus
anoplura,Pedicinus hamadryas,
anoplura,Pedicinus longiceps,Pedicinus eurygaster
anoplura,Pedicinus longiceps,Pedicinus obtusus
anoplura,Pedicinus miopitheci,
anoplura,Pedicinus nadleri,
anoplura,Pedicinus Neopedicinus ancoratus,Pedicinus ancoratus
anoplura,Pedicinus Neopedicinus badii,Pedicinus badii
anoplura,Pedicinus Neopedicinus cercocebi,Pedicinus cercocebi
anoplura,Pedicinus Neopedicinus ferrisi,Pedicinus ferrisi
anoplura,Pedicinus Neopedicinus miopitheci,Pedicinus miopitheci
anoplura,Pedicinus Neopedicinus patas,Pedicinus patas
anoplura,Pedicinus Neopedicinus pictus,Pedicinus pictus
anoplura,Pedicinus Neopedicinus pictus ethiopicus,Pedicinus pictus
anoplura,Pedicinus Neopedicinus pictus fastigatus,Pedicinus pictus
anoplura,Pedicinus Neopedicinus pictus gambiensis,Pedicinus pictus
anoplura,Pedicinus Neopedicinus pictus pictus,Pedicinus pictus
anoplura,Pedicinus Neopedicinus pictus polykomi,Pedicinus pictus
anoplura,Pedicinus Neopedicinus veri,Pedicinus veri
anoplura,Pedicinus obtusus,
anoplura,Pedicinus paralleliceps,Pedicinus obtusus
anoplura,Pedicinus Parapedicinus albidus,Pedicinus albidus
anoplura,Pedicinus Parapedicinus colobi,Pedicinus colobi
anoplura,Pedicinus Parapedicinus cynopitheci,Pedicinus cynopitheci
anoplura,Pedicinus Parapedicinus hamadryas cercopitheci,Pedicinus hamadryas
anoplura,Pedicinus Parapedicinus hamadryas cynocephafi,Pedicinus hamadryas
anoplura,Pedicinus Parapedicinus hamadryas hamadryas,Pedicinus hamadryas
anoplura,Pedicinus Parapedicinus nadleri,Pedicinus nadleri
anoplura,Pedicinus Parapedicinus obtusus graciliceps,Pedicinus obtusus
anoplura,Pedicinus Parapedicinus obtusus japonicus,Pedicinus obtusus
anoplura,Pedicinus Parapedicinus obtusus longiceps,Pedicinus obtusus
anoplura,Pedicinus Parapedicinus obtusus obtusus,Pedicinus obtusus
anoplura,Pedicinus Parapedicinus obtusus paralleliceps,Pedicinus obtusus
anoplura,Pedicinus Parapedicinus obtusus ssp.I.,Pedicinus obtusus
anoplura,Pedicinus patas,
anoplura,Pedicinus Pedicinus eurygaster breviceps,Pedicinus eurygaster
anoplura,Pedicinus Pedicinus eurygaster eurygaster,Pedicinus eurygaster
anoplura,Pedicinus Pedicinus eurygaster orientalis,Pedicinus eurygaster
anoplura,Pedicinus piageti,Pedicinus eurygaster
anoplura,Pedicinus pictus,
anoplura,Pedicinus polykomi,Pedicinus pictus
anoplura,Pedicinus rhesi,Pedicinus obtusus
anoplura,Pedicinus senegalemsis,
anoplura,Pedicinus tongkinensis,
anoplura,Pedicinus veri,
anoplura,Pedicinus vulgaris,Pedicinus albidus
anoplura,Pedicinus vulgaris,Pedicinus obtusus
anoplura,Pediculus acanthopus,Hoplopleura acanthopus
anoplura,Pediculus affinis,Hoplopleura affinis
anoplura,Pediculus affinis,Pediculus mj�bergi
anoplura,Pediculus albidior,Pediculus humanus
anoplura,Pediculus aquaticus,
anoplura,Pediculus asini,Haematopinus asini
anoplura,Pediculus asini,Haematopinus asini
anoplura,Pediculus assimilis,Pediculus humanus
anoplura,Pediculus atelophilus,Pediculus mj�bergi
anoplura,Pediculus bovis vituli,Linognathus vituli
anoplura,Pediculus bufali,Haematopinus bufali
anoplura,Pediculus bufali capensis,Haematopinus bufali
anoplura,Pediculus bufali europaei,Haematopinus tuberculatus
anoplura,Pediculus cameli,Microthoracius cameli
anoplura,Pediculus capitis,Pediculus humanus
anoplura,Pediculus capitis angustus,Pediculus humanus
anoplura,Pediculus capitis maculatus,Pediculus humanus
anoplura,Pediculus caviae capensis,Prolinognathus caviae-capensis
anoplura,Pediculus cervicalis,Pediculus humanus
anoplura,Pediculus chapini,Pediculus mj�bergi
anoplura,Pediculus clavicornis,
anoplura,Pediculus collaris,Prolinognathus caviae-capensis
anoplura,Pediculus consobrinus,Pediculus humanus
anoplura,Pediculus corporis,Pediculus humanus
anoplura,Pediculus corporis angustus,Pediculus humanus
anoplura,Pediculus corporis marginatus,Pediculus humanus
anoplura,Pediculus corporis nigritarum,Pediculus humanus
anoplura,Pediculus crassicornis,Solenopotes burmeisteri
anoplura,Pediculus denticulatus,Polyplax spinulosa
anoplura,Pediculus eurygaster,Pedicinus eurygaster
anoplura,Pediculus eurysternus,Haematopinus eurysternus
anoplura,Pediculus ferus,Pthirus pubis
anoplura,Pediculus flavidus,Linognathus setosus
anoplura,Pediculus friedenthali,Pediculus humanus
anoplura,Pediculus hirci,Linognathus stenopsis
anoplura,Pediculus hispidus,Hoplopleura hispida
anoplura,Pediculus horridus,Echinophthirius horridus
anoplura,Pediculus humanus,
anoplura,Pediculus humanus americanus,Pediculus humanus
anoplura,Pediculus humanus capitis,Pediculus humanus
anoplura,Pediculus humanus chinensis,Pediculus humanus
anoplura,Pediculus humanus corporis,Pediculus humanus
anoplura,Pediculus humanus humanus,Pediculus humanus
anoplura,Pediculus humanus marginatus,Pediculus humanus
anoplura,Pediculus humanus schaeffi,Pediculus schaeffi
anoplura,Pediculus isopus,Linognathus setosus
anoplura,Pediculus laeviusculus,Linognathoides laeviusculus
anoplura,Pediculus leptocephalus,Prolinognathus leptocephalus
anoplura,Pediculus lobatus,Pediculus mj�bergi
anoplura,Pediculus lyriceps,Haemodipsus lyriocephalus
anoplura,Pediculus lyriocephalus,Haemodipsus lyriocephalus
anoplura,Pediculus macrocephalus,Haematopinus asini
anoplura,Pediculus microps,Pedicinus eurygaster
anoplura,Pediculus mj�bergi,
anoplura,Pediculus nigrescens,Pediculus humanus
anoplura,Pediculus nigritarum,Pediculus humanus
anoplura,Pediculus oblongus,Pediculus humanus
anoplura,Pediculus oxyrrhynchus,Linognathus vituli
anoplura,Pediculus Paenipediculus simiae,Pediculus schaeffi
anoplura,Pediculus papillosus,Haematopinus bufali
anoplura,Pediculus Parapediculus atelophilus,Pediculus mj�bergi
anoplura,Pediculus Parapediculus chapini,Pediculus mj�bergi
anoplura,Pediculus Parapediculus lobatus,Pediculus mj�bergi
anoplura,Pediculus Parapediculus pseudohumanus,Pediculus humanus
anoplura,Pediculus Pediculus humanus americanus,Pediculus humanus
anoplura,Pediculus Pediculus humanus angustus,Pediculus humanus
anoplura,Pediculus Pediculus humanus nigritarum,Pediculus humanus
anoplura,Pediculus phocae,Echinophthirius horridus
anoplura,Pediculus phthiropsis,Haematopinus bufali
anoplura,Pediculus piliferus,Linognathus setosus
anoplura,Pediculus pleurophaeus,Schizophthirus pleurophaeus
anoplura,Pediculus pseudohumanus,Pediculus humanus
anoplura,Pediculus pubescens,Pediculus humanus
anoplura,Pediculus pubis,Pthirus pubis
anoplura,Pediculus punctatus,Haematopinus tuberculatus
anoplura,Pediculus quadrumanus,
anoplura,Pediculus reclinatus,Polyplax reclinata
anoplura,Pediculus schaeffi,
anoplura,Pediculus schistopyga,Linognathus stenopsis
anoplura,Pediculus serratus,Polyplax serrata
anoplura,Pediculus setosus,Echinophthirius horridus
anoplura,Pediculus setosus,Linognathus setosus
anoplura,Pediculus sphaerocephalus,Enderleinellus nitzschi
anoplura,Pediculus spiculifer,Hoplopleura spiculifer
anoplura,Pediculus spiniger,Polyplax spinigera
anoplura,Pediculus spinulosus,Polyplax spinulosa
anoplura,Pediculus stenopsis,Linognathus stenopsis
anoplura,Pediculus suis,Haematopinus suis
anoplura,Pediculus tabescentium,Pediculus humanus
anoplura,Pediculus tenuirostris,Linognathus vituli
anoplura,Pediculus tuberculatus,Haematopinus tuberculatus
anoplura,Pediculus urius,Haematopinus suis
anoplura,Pediculus vestimenti,Pediculus humanus
anoplura,Pediculus vituli,Linognathus vituli
anoplura,Petauristophthirus petauristae,Neohaematopinus petauristae
anoplura,Phthirpedicinus eurygaster,Pedicinus eurygaster
anoplura,Phthirpedicinus micropilosus,Pedicinus eurygaster
anoplura,Phthirpedicinus microps,Pedicinus eurygaster
anoplura,Phthirpedicinus piageti,Pedicinus eurygaster
anoplura,Phthirpediculus avahidis,
anoplura,Phthirpediculus brygooi,
anoplura,Phthirpediculus propitheci,
anoplura,Phthirunculus sumatranus,
anoplura,Phthirus chavesi,Pthirus pubis
anoplura,Phthirus gorillae,Pthirus gorillae
anoplura,Phthirus pubis,Pthirus pubis
anoplura,Polyplax abscisa,Polyplax alaskensis
anoplura,Polyplax abyssinica,
anoplura,Polyplax acanthopus,Hoplopleura acanthopus
anoplura,Polyplax acomydis,
anoplura,Polyplax affinis,Hoplopleura affinis
anoplura,Polyplax affinis,Polyplax serrata
anoplura,Polyplax affinis,Polyplax serrata
anoplura,Polyplax alaskensis,
anoplura,Polyplax antennata,
anoplura,Polyplax arvicanthis,
anoplura,Polyplax asiatica,
anoplura,Polyplax auricularis,
anoplura,Polyplax beaucournui,
anoplura,Polyplax bidentatus,Hoplopleura bidentata
anoplura,Polyplax biseriata,
anoplura,Polyplax blanfordi,
anoplura,Polyplax borealis,
anoplura,Polyplax brachyrrhyncha,
anoplura,Polyplax brachyrrhynchus,Polyplax brachyrrhyncha
anoplura,Polyplax brachyuromyis,
anoplura,Polyplax bullimae,
anoplura,Polyplax bureschi,
anoplura,Polyplax calomysci,
anoplura,Polyplax caluri,
anoplura,Polyplax calva,Proenderleinellus calva
anoplura,Polyplax campylopteri,Polyplax spinulosa
anoplura,Polyplax cannomydis,
anoplura,Polyplax chinensis,
anoplura,Polyplax columbiana,Linognathoides laeviusculus
anoplura,Polyplax cricetulis,
anoplura,Polyplax cummingsi,
anoplura,Polyplax cutchicus,
anoplura,Polyplax dacnomydis,
anoplura,Polyplax deltoides,Polyplax reclinata
anoplura,Polyplax dentaticornis,
anoplura,Polyplax deomydis,
anoplura,Polyplax dolichura,
anoplura,Polyplax ellobii,
anoplura,Polyplax eminatus,Polyplax waterstoni
anoplura,Polyplax eriopepli,Polyplax eropepli
anoplura,Polyplax eropepli,
anoplura,Polyplax expressa,
anoplura,Polyplax gerbilli,
anoplura,Polyplax glareoli,Polyplax hannswrangeli
anoplura,Polyplax gracilis,
anoplura,Polyplax grammomydis,
anoplura,Polyplax guatemalensis,
anoplura,Polyplax hannswrangeli,
anoplura,Polyplax hispida,Hoplopleura hispida
anoplura,Polyplax hoogstraali,
anoplura,Polyplax hopkinsi,
anoplura,Polyplax humae,
anoplura,Polyplax hurrianicus,
anoplura,Polyplax indica,
anoplura,Polyplax insulsa,
anoplura,Polyplax jonesi,
anoplura,Polyplax kaiseri,
anoplura,Polyplax kondana,
anoplura,Polyplax laeviuscula,Linognathoides laeviusculus
anoplura,Polyplax longus,Abrocomaphthirus longus
anoplura,Polyplax melasmothrixi,
anoplura,Polyplax meridionalis,
anoplura,Polyplax miacantha,
anoplura,Polyplax myotomydis,
anoplura,Polyplax nesomydis,
anoplura,Polyplax opimi,
anoplura,Polyplax otomydis,
anoplura,Polyplax oxyrrhyncha,
anoplura,Polyplax oxyrrhynchus,Polyplax oxyrrhyncha
anoplura,Polyplax painei,Polyplax auricularis
anoplura,Polyplax paradoxa,
anoplura,Polyplax parataterae,
anoplura,Polyplax pectinata,Hoplopleura pectinata
anoplura,Polyplax phloemydis,
anoplura,Polyplax phthisica,
anoplura,Polyplax plesia,
anoplura,Polyplax pleurophaea,Schizophthirus pleurophaeus
anoplura,Polyplax praecisa,
anoplura,Polyplax praomydis,
anoplura,Polyplax pricei,
anoplura,Polyplax qiuae,
anoplura,Polyplax reclinata,
anoplura,Polyplax reclinata reclinata,Polyplax reclinata
anoplura,Polyplax rhizomydis,
anoplura,Polyplax roseinnesi,
anoplura,Polyplax serrata,
anoplura,Polyplax serrata paxi,Polyplax serrata
anoplura,Polyplax shimizui,Polyplax reclinata
anoplura,Polyplax sindensis,
anoplura,Polyplax smallwoodae,
anoplura,Polyplax solivaga,
anoplura,Polyplax sphaerocephala,Enderleinellus nitzschi
anoplura,Polyplax spinigera,
anoplura,Polyplax spinulosa,
anoplura,Polyplax steatomydis,
anoplura,Polyplax stephensi,
anoplura,Polyplax subtaterae,
anoplura,Polyplax tarsomydis,
anoplura,Polyplax taterae,
anoplura,Polyplax taterae mombassae,Polyplax taterae
anoplura,Polyplax taterae subtaterae,Polyplax subtaterae
anoplura,Polyplax thamnomydis,
anoplura,Polyplax turkestanica major,Polyplax asiatica
anoplura,Polyplax turkestanica turkestanica,Polyplax asiatica
anoplura,Polyplax vacillata,
anoplura,Polyplax ventricosa,Haemodipsus ventricosus
anoplura,Polyplax vicina,
anoplura,Polyplax villosa,Hoplopleura acanthopus
anoplura,Polyplax visenda,
anoplura,Polyplax wallacei,
anoplura,Polyplax waterstoni,
anoplura,Polyplax werneri,
anoplura,Proechinophthirus fluctus,
anoplura,Proechinophthirus fluctus ochotensis,Proechinophthirus fluctus
anoplura,Proechinophthirus zumpti,
anoplura,Proenderleinellus africanus,Proenderleinellus calva
anoplura,Proenderleinellus calva,
anoplura,Proenderleinellus hilli,Eulinognathus hilli
anoplura,Proenderleinellus lawrensis,Eulinognathus lawrensis
anoplura,Prolinognathus aethiopicus,
anoplura,Prolinognathus arcuatus,
anoplura,Prolinognathus caviae-capensis,
anoplura,Prolinognathus faini,
anoplura,Prolinognathus ferrisi,
anoplura,Prolinognathus foleyi,
anoplura,Prolinognathus leptocephalus,
anoplura,Prolinognathus marouaensis,
anoplura,Prolinognathus schulzi,
anoplura,Pterophthirus alata,
anoplura,Pterophthirus audax,
anoplura,Pterophthirus imitans,
anoplura,Pterophthirus splendida,
anoplura,Pterophthirus wernecki,
anoplura,Pthirus gorillae,
anoplura,Pthirus inguinalis,Pthirus pubis
anoplura,Pthirus pubis,
anoplura,Ratemia asiatica,
anoplura,Ratemia bassoni,
anoplura,Ratemia squamulata,
anoplura,Ratemia squamulatus,Ratemia squamulata
anoplura,Rhinophthirus heliosciuri,Enderleinellus heliosciuri
anoplura,Sathrax durus,
anoplura,Schizophthirus aethogliris,
anoplura,Schizophthirus dryomydis,
anoplura,Schizophthirus gliris,
anoplura,Schizophthirus graphiuri,
anoplura,Schizophthirus jaczewskii,
anoplura,Schizophthirus pleurophaeus,
anoplura,Schizophthirus sicistae,
anoplura,Schizophthirus similes,
anoplura,Schizophthirus singularis,
anoplura,Scipio aulacodi,
anoplura,Scipio breviceps,
anoplura,Scipio longiceps,Scipio aulacodi
anoplura,Scipio tripedatus,
anoplura,Solenopotes binipilosus,
anoplura,Solenopotes burmeisteri,
anoplura,Solenopotes capillatus,
anoplura,Solenopotes capillatus dubius,Solenopotes capillatus
anoplura,Solenopotes capreoli,
anoplura,Solenopotes ferrisi,
anoplura,Solenopotes hologastrus,
anoplura,Solenopotes muntiacus,
anoplura,Solenopotes natalensis,
anoplura,Solenopotes panamensis,Linognathus panamensis
anoplura,Solenopotes sinensis,Solenopotes muntiacus
anoplura,Solenopotes tarandi,
anoplura,Stobella pithodes,Linognathus pithodes
anoplura,Symoca brachyrrhyncha,Polyplax brachyrrhyncha
anoplura,Symysadus calva,Proenderleinellus calva
anoplura,Trichaulus brevicornis,Linognathus brevicornis
anoplura,Trichaulus pedalis,Linognathus pedalis
anoplura,Trichaulus piliferus,Linognathus setosus
anoplura,Trichaulus stenopsis,Linognathus stenopsis
anoplura,Trichaulus tibialis,Linognathus tibialis
anoplura,Trichaulus vituli,Linognathus vituli
anoplura,Tupaiphthirus dolabrifer,Sathrax durus
anoplura,Typhlomyophthirus bifoliatus,
anoplura,Typhlomyophthirus lithosis,
anoplura,Waterstonia calva calva,Proenderleinellus calva
anoplura,Waterstonia calva zanzibariensis,Proenderleinellus calva
anoplura,Werneckia africana,
anoplura,Werneckia funisciuri,
anoplura,Werneckia minuta,
anoplura,Werneckia nigeriensis,
anoplura,Werneckia paraxeri,
