label,pattern,replace,rank
anoplura,hoplopleura maniculata,Hoplopleura maniculata,species
anoplura,hoplopleura massoiai,Hoplopleura massoiai,species
anoplura,hoplopleura mastacomydis,Hoplopleura mastacomydis,species
anoplura,hoplopleura melomydis,Hoplopleura melomydis,species
anoplura,hoplopleura mendezi,Hoplopleura mendezi,species
anoplura,hoplopleura mendozana,Hoplopleura mendozana,species
anoplura,hoplopleura meridionidis,Hoplopleura meridionidis,species
anoplura,hoplopleura mesembriomydis,Hoplopleura mesembriomydis,species
anoplura,hoplopleura minasensis,Hoplopleura minasensis,species
anoplura,hoplopleura minuta,Hoplopleura minuta,species
anoplura,hoplopleura misionalis,Hoplopleura misionalis,species
anoplura,hoplopleura misionensis,Hoplopleura misionensis,species
anoplura,hoplopleura mitsuii,Hoplopleura maniculata,species
anoplura,hoplopleura mulleri,Hoplopleura mulleri,species
anoplura,hoplopleura multilobata,Hoplopleura multilobata,species
anoplura,hoplopleura murinus,Hoplopleura murinus,species
anoplura,hoplopleura musculi,Hoplopleura captiosa,species
anoplura,hoplopleura musseri,Hoplopleura musseri,species
anoplura,hoplopleura mylomydis,Hoplopleura mylomydis,species
anoplura,hoplopleura myomyis,Hoplopleura myomyis,species
anoplura,hoplopleura nanusa,Hoplopleura nanusa,species
anoplura,hoplopleura nasvikae,Hoplopleura nasvikae,species
anoplura,hoplopleura neotomydis,Hoplopleura neotomydis,species
anoplura,hoplopleura nesoryzomydis,Hoplopleura nesoryzomydis,species
anoplura,hoplopleura neumanni,Hoplopleura neumanni,species
anoplura,hoplopleura nicolai,Hoplopleura nicolai,species
anoplura,hoplopleura notomydis,Hoplopleura notomydis,species
anoplura,hoplopleura ochotonae,Hoplopleura ochotonae,species
anoplura,hoplopleura octomydis,Hoplopleura octomydis,species
anoplura,hoplopleura oenomydis,Hoplopleura oenomydis,species
anoplura,hoplopleura ondatraria,Hoplopleura ondatraria,species
anoplura,hoplopleura onychomydis,Hoplopleura onychomydis,species
anoplura,hoplopleura orinocoi,Hoplopleura orinocoi,species
anoplura,hoplopleura oryzomydis,Hoplopleura oryzomydis,species
anoplura,hoplopleura oxymycteri,Hoplopleura oxymycteri,species
anoplura,hoplopleura pacifica,Hoplopleura pacifica,species
anoplura,hoplopleura pahari,Hoplopleura pahari,species
anoplura,hoplopleura paranaensis,Hoplopleura paranaensis,species
anoplura,hoplopleura patersoni,Hoplopleura patersoni,species
anoplura,hoplopleura pavlovskyi,Hoplopleura pavlovskyi,species
anoplura,hoplopleura pectinata,Hoplopleura pectinata,species
anoplura,hoplopleura pelomydis,Hoplopleura pelomydis,species
anoplura,hoplopleura phaiomydis,Hoplopleura phaiomydis,species
anoplura,hoplopleura pogonomydis,Hoplopleura pogonomydis,species
anoplura,hoplopleura quadridentata,Hoplopleura quadridentata,species
anoplura,hoplopleura quadridentatus,Hoplopleura quadridentata,species
anoplura,hoplopleura rajah,Hoplopleura rajah,species
anoplura,hoplopleura ramgarh,Hoplopleura ramgarh,species
anoplura,hoplopleura reclinata,Polyplax reclinata,species
anoplura,hoplopleura reducta,Hoplopleura reducta,species
anoplura,hoplopleura reithrodontomydis,Hoplopleura reithrodontomydis,species
anoplura,hoplopleura rimae,Hoplopleura rimae,species
anoplura,hoplopleura riojensis,Hoplopleura riojensis,species
anoplura,hoplopleura rubrisciuri,Hoplopleura rubrisciuri,species
anoplura,hoplopleura rukenyae,Hoplopleura rukenyae,species
anoplura,hoplopleura sahyadri,Hoplopleura sahyadri,species
anoplura,hoplopleura scapteromydis,Hoplopleura scapteromydis,species
anoplura,hoplopleura sciuricola,Hoplopleura sciuricola,species
anoplura,hoplopleura scotinomydis,Hoplopleura scotinomydis,species
anoplura,hoplopleura sembeli,Hoplopleura sembeli,species
anoplura,hoplopleura serratula,Hoplopleura serratula,species
anoplura,hoplopleura setosa,Hoplopleura setosa,species
anoplura,hoplopleura setzeri,Hoplopleura setzeri,species
anoplura,hoplopleura sicata,Hoplopleura sicata,species
anoplura,hoplopleura silesica,Hoplopleura acanthopus,species
anoplura,hoplopleura silvula,Hoplopleura silvula,species
anoplura,hoplopleura similis,Hoplopleura similis,species
anoplura,hoplopleura sinhgarh,Hoplopleura sinhgarh,species
anoplura,hoplopleura somereni,Hoplopleura somereni,species
anoplura,hoplopleura sommeri,Hoplopleura sommeri,species
anoplura,hoplopleura spicula,Hoplopleura spicula,species
anoplura,hoplopleura spiculifer,Hoplopleura spiculifer,species
anoplura,hoplopleura splendida,Pterophthirus splendida,species
anoplura,hoplopleura sukenyae,Hoplopleura rukenyae,species
anoplura,hoplopleura thurmanae,Hoplopleura thurmanae,species
anoplura,hoplopleura tiptoni,Hoplopleura tiptoni,species
anoplura,hoplopleura topapuensis,Hoplopleura topapuensis,species
anoplura,hoplopleura torresi,Hoplopleura travassosi,species
anoplura,hoplopleura traubi,Hoplopleura traubi,species
anoplura,hoplopleura travassosi,Hoplopleura travassosi,species
anoplura,hoplopleura trispinosa,Hoplopleura trispinosa,species
anoplura,hoplopleura tunneya,Hoplopleura tunneya,species
anoplura,hoplopleura uralensis,Hoplopleura uralensis,species
anoplura,hoplopleura uromydis,Hoplopleura uromydis,species
anoplura,hoplopleura vandeleuria,Hoplopleura silvula,species
anoplura,hoplopleura varia,Hoplopleura varia,species
anoplura,hoplopleura veprecula,Hoplopleura veprecula,species
anoplura,hoplopleura vietnamensis,Hoplopleura vietnamensis,species
anoplura,hoplopleura villosissima,Hoplopleura villosissima,species
anoplura,hoplopleura wernecki,Pterophthirus wernecki,species
anoplura,hoplopleura xeromydis,Hoplopleura xeromydis,species
anoplura,hoplopleura xiei,Hoplopleura xiei,species
anoplura,hoplopleura zelotomydis,Hoplopleura zelotomydis,species
anoplura,hoplopleura zentaensi,Hoplopleura zentaensi,species
anoplura,hoplopleura zyzomydis,Hoplopleura zyzomydis,species
anoplura,hoplopleura,Hoplopleura,genus
anoplura,hybophthirus notophallus,Hybophthirus notophallus,species
anoplura,hybophthirus orycteropodi,Hybophthirus notophallus,species
anoplura,hybophthirus,Hybophthirus,genus
anoplura,j. chlorotalpae,Johnsonpthirus chlorotalpae,species
anoplura,j. heliosciuri,Johnsonpthirus heliosciuri,species
anoplura,j. keniae,Johnsonpthirus keniae,species
anoplura,j. spinosissimus,Johnsonpthirus spinosissimus,species
anoplura,j. suahelicus,Johnsonpthirus suahelicus,species
anoplura,johnsonpthirus chlorotalpae,Johnsonpthirus chlorotalpae,species
anoplura,johnsonpthirus heliosciuri,Johnsonpthirus heliosciuri,species
anoplura,johnsonpthirus keniae,Johnsonpthirus keniae,species
anoplura,johnsonpthirus spinosissimus,Johnsonpthirus spinosissimus,species
anoplura,johnsonpthirus suahelicus,Johnsonpthirus suahelicus,species
anoplura,johnsonpthirus,Johnsonpthirus,genus
anoplura,l. aepycerus,Linognathus aepycerus,species
anoplura,l. africanus,Linognathus africanus,species
anoplura,l. albifrontis,Linognathus damaliscus,species
anoplura,l. angasi,Linognathus angasi,species
anoplura,l. angulatus,Linognathus angulatus,species
anoplura,l. antennatus,Linognathus antennatus,species
anoplura,l. antidorcitis,Linognathus antidorcitis,species
anoplura,l. armatus,Linognathus armatus,species
anoplura,l. baibacinae,Linognathoides baibacinae,species
anoplura,l. bedfordi,Linognathus bedfordi,species
anoplura,l. bhatii,Linognathus bhatii,species
anoplura,l. binipilosus,Solenopotes binipilosus,species
anoplura,l. breviceps,Linognathus breviceps,species
anoplura,l. brevicornis,Linognathus brevicornis,species
anoplura,l. burmeisteri,Solenopotes burmeisteri,species
anoplura,l. caviae capensis,Prolinognathus caviae-capensis,species
anoplura,l. cervicaprae,Linognathus cervicaprae,species
anoplura,l. citelli,Linognathoides citelli,species
anoplura,l. claytoni,Lemurpediculus claytoni,species
anoplura,l. coassus,Solenopotes binipilosus,species
anoplura,l. contractus,Linognathus contractus,species
anoplura,l. crassicornis,Solenopotes burmeisteri,species
anoplura,l. cynomyis,Linognathoides cynomyis,species
anoplura,l. damaliscus,Linognathus damaliscus,species
anoplura,l. damarensis,Linognathus damarensis,species
anoplura,l. digitalis,Linognathus digitalis,species
anoplura,l. elblae,Linognathus elblae,species
anoplura,l. euchore,Linognathus euchore,species
anoplura,l. fahrenholzi,Linognathus fahrenholzi,species
anoplura,l. faurei,Linognathoides faurei,species
anoplura,l. fenneci,Linognathus fenneci,species
anoplura,l. ferrisi,Solenopotes ferrisi,species
anoplura,l. forficula,Linognathus fahrenholzi,species
anoplura,l. fractus,Linognathus fractus,species
anoplura,l. galagus,Lemurphthirus galagus,species
anoplura,l. gazella,Linognathus breviceps,species
anoplura,l. geigyi,Linognathus geigyi,species
anoplura,l. gilvus,Linognathus breviceps,species
anoplura,l. gnu,Linognathus gnu,species
anoplura,l. gonolobatus,Linognathus gonolobatus,species
anoplura,l. gorgonus,Linognathus gorgonus,species
anoplura,l. haematopinus ovillus,Linognathus ovillus,species
anoplura,l. hippotragi,Linognathus hippotragi,species
anoplura,l. hologastrus,Solenopotes hologastrus,species
anoplura,l. inornatus,Neohaematopinus inornatus,species
anoplura,l. kimi,Linognathus kimi,species
anoplura,l. laeviusculus,Linognathoides laeviusculus,species
anoplura,l. leptocephalus,Prolinognathus leptocephalus,species
anoplura,l. lewisi,Linognathus lewisi,species
anoplura,l. limnotragi,Linognathus limnotragi,species
anoplura,l. macrorhini,Lepidophthirus macrorhini,species
anoplura,l. madagascariensis,Lemurpediculus madagascariensis,species
anoplura,l. marmotae,Linognathoides marmotae,species
anoplura,l. montanus,Linognathoides laeviusculus,species
anoplura,l. nesotragi,Linognathus nesotragi,species
anoplura,l. nevilli,Linognathus nevilli,species
anoplura,l. oryx,Linognathus oryx,species
anoplura,l. ourebiae,Linognathus ourebiae,species
anoplura,l. oviformis,Linognathus oviformis,species
anoplura,l. ovillus,Linognathus ovillus,species
anoplura,l. palaearctus,Linognathoides palaearctus,species
anoplura,l. panamensis,Linognathus panamensis,species
anoplura,l. parvus,Lagidiophthirus parvus,species
anoplura,l. pectinifer,Linognathoides pectinifer,species
anoplura,l. pedalis,Linognathus pedalis,species
anoplura,l. peleus,Linognathus peleus,species
anoplura,l. petasmatus,Linognathus petasmatus,species
anoplura,l. petterorum,Lemurpediculus petterorum,species
anoplura,l. piliferus,Linognathus setosus,species
anoplura,l. piriformis,Lepidophthirus piriformis,species
anoplura,l. pithodes,Linognathus pithodes,species
anoplura,l. praelongiceps,Microthoracius praelongiceps,species
anoplura,l. raphiceri,Linognathus raphiceri,species
anoplura,l. rauschi,Latagophthirus rauschi,species
anoplura,l. reduncae,Linognathus reduncae,species
anoplura,l. relictus,Linognathoides relictus,species
anoplura,l. robbinsi,Lemurpediculus robbinsi,species
anoplura,l. rupicaprae,Linognathus stenopsis,species
anoplura,l. saccatus,Linognathus saccatus,species
anoplura,l. samburi,Linognathus samburi,species
anoplura,l. schistopygus,Linognathus stenopsis,species
anoplura,l. schizodactylus,Linognathoides schizodactylus,species
anoplura,l. setosus bhatii,Linognathus bhatii,species
anoplura,l. setosus,Linognathus setosus,species
anoplura,l. sosninae,Linognathus sosninae,species
anoplura,l. spermophili,Linognathoides citelli,species
anoplura,l. spicatus,Linognathus spicatus,species
anoplura,l. stenopsis,Linognathus stenopsis,species
anoplura,l. stigmosus,Lemurphthirus stigmosus,species
anoplura,l. taeniotrichus,Linognathus taeniotrichus,species
anoplura,l. taurotragus,Linognathus taurotragus,species
anoplura,l. tibialis,Linognathus tibialis,species
anoplura,l. tragelaphi,Linognathus panamensis,species
anoplura,l. traubi,Linognathoides traubi,species
anoplura,l. ungufatus,Linognathus angulatus,species
anoplura,l. ungulata,Linognathus angulatus,species
anoplura,l. urocitelli,Linognathoides urocitelli,species
anoplura,l. verruculosus,Lemurpediculus verruculosus,species
anoplura,l. vincenti,Lemurphthirus vincenti,species
anoplura,l. vituli,Linognathus vituli,species
anoplura,l. vulpis,Linognathus vulpis,species
anoplura,l. weissei,Linognathus weissei,species
anoplura,l. zumpti,Linognathus zumpti,species
anoplura,lagidiophthirus parvus,Lagidiophthirus parvus,species
anoplura,lagidiophthirus,Lagidiophthirus,genus
anoplura,latagophthirus rauschi,Latagophthirus rauschi,species
anoplura,latagophthirus,Latagophthirus,genus
anoplura,lemurpediculus claytoni,Lemurpediculus claytoni,species
anoplura,lemurpediculus madagascariensis,Lemurpediculus madagascariensis,species
anoplura,lemurpediculus petterorum,Lemurpediculus petterorum,species
anoplura,lemurpediculus robbinsi,Lemurpediculus robbinsi,species
anoplura,lemurpediculus verruculosus,Lemurpediculus verruculosus,species
anoplura,lemurpediculus,Lemurpediculus,genus
anoplura,lemurphthirus galagus,Lemurphthirus galagus,species
anoplura,lemurphthirus stigmosus,Lemurphthirus stigmosus,species
anoplura,lemurphthirus verruculosus,Lemurpediculus verruculosus,species
anoplura,lemurphthirus vincenti,Lemurphthirus vincenti,species
anoplura,lemurphthirus,Lemurphthirus,genus
anoplura,lepidophthirus macrorhini,Lepidophthirus macrorhini,species
anoplura,lepidophthirus macrorhini,Lepidophthirus macrorhini,species
anoplura,lepidophthirus piriformis,Lepidophthirus piriformis,species
anoplura,lepidophthirus,Lepidophthirus,genus
anoplura,linognathella vituli,Linognathus vituli,species
anoplura,linognathella,Linognathella,genus
anoplura,linognathoides baibacinae,Linognathoides baibacinae,species
anoplura,linognathoides citelli,Linognathoides citelli,species
anoplura,linognathoides cynomyis,Linognathoides cynomyis,species
anoplura,linognathoides faurei,Linognathoides faurei,species
anoplura,linognathoides laeviusculus,Linognathoides laeviusculus,species
anoplura,linognathoides marmotae,Linognathoides marmotae,species
anoplura,linognathoides montanus,Linognathoides laeviusculus,species
anoplura,linognathoides palaearctus,Linognathoides palaearctus,species
anoplura,linognathoides pectinifer,Linognathoides pectinifer,species
anoplura,linognathoides relictus,Linognathoides relictus,species
anoplura,linognathoides schizodactylus,Linognathoides schizodactylus,species
anoplura,linognathoides setosus,Linognathoides pectinifer,species
anoplura,linognathoides spermophili,Linognathoides citelli,species
anoplura,linognathoides traubi,Linognathoides traubi,species
anoplura,linognathoides urocitelli,Linognathoides urocitelli,species
anoplura,linognathoides,Linognathoides,genus
anoplura,linognathus aepycerus,Linognathus aepycerus,species
anoplura,linognathus africanus,Linognathus africanus,species
anoplura,linognathus albifrontis,Linognathus damaliscus,species
anoplura,linognathus angasi,Linognathus angasi,species
anoplura,linognathus angulatus,Linognathus angulatus,species
anoplura,linognathus antennatus,Linognathus antennatus,species
anoplura,linognathus antidorcitis,Linognathus antidorcitis,species
anoplura,linognathus armatus,Linognathus armatus,species
anoplura,linognathus bedfordi,Linognathus bedfordi,species
anoplura,linognathus bhatii,Linognathus bhatii,species
anoplura,linognathus binipilosus,Solenopotes binipilosus,species
anoplura,linognathus breviceps,Linognathus breviceps,species
anoplura,linognathus brevicornis,Linognathus brevicornis,species
anoplura,linognathus burmeisteri,Solenopotes burmeisteri,species
anoplura,linognathus caviae capensis,Prolinognathus caviae-capensis,species
anoplura,linognathus cervicaprae,Linognathus cervicaprae,species
anoplura,linognathus coassus,Solenopotes binipilosus,species
anoplura,linognathus contractus,Linognathus contractus,species
anoplura,linognathus crassicornis,Solenopotes burmeisteri,species
anoplura,linognathus damaliscus,Linognathus damaliscus,species
anoplura,linognathus damarensis,Linognathus damarensis,species
anoplura,linognathus digitalis,Linognathus digitalis,species
anoplura,linognathus elblae,Linognathus elblae,species
anoplura,linognathus euchore,Linognathus euchore,species
anoplura,linognathus fahrenholzi,Linognathus fahrenholzi,species
anoplura,linognathus fenneci,Linognathus fenneci,species
anoplura,linognathus ferrisi,Solenopotes ferrisi,species
anoplura,linognathus forficula,Linognathus fahrenholzi,species
anoplura,linognathus fractus,Linognathus fractus,species
anoplura,linognathus gazella,Linognathus breviceps,species
anoplura,linognathus geigyi,Linognathus geigyi,species
anoplura,linognathus gilvus,Linognathus breviceps,species
anoplura,linognathus gnu,Linognathus gnu,species
anoplura,linognathus gonolobatus,Linognathus gonolobatus,species
anoplura,linognathus gorgonus,Linognathus gorgonus,species
anoplura,linognathus haematopinus ovillus,Linognathus ovillus,species
anoplura,linognathus hippotragi,Linognathus hippotragi,species
anoplura,linognathus hologastrus,Solenopotes hologastrus,species
anoplura,linognathus kimi,Linognathus kimi,species
anoplura,linognathus leptocephalus,Prolinognathus leptocephalus,species
anoplura,linognathus lewisi,Linognathus lewisi,species
anoplura,linognathus limnotragi,Linognathus limnotragi,species
anoplura,linognathus nesotragi,Linognathus nesotragi,species
anoplura,linognathus nevilli,Linognathus nevilli,species
anoplura,linognathus oryx,Linognathus oryx,species
anoplura,linognathus ourebiae,Linognathus ourebiae,species
anoplura,linognathus oviformis,Linognathus oviformis,species
anoplura,linognathus ovillus,Linognathus ovillus,species
anoplura,linognathus panamensis,Linognathus panamensis,species
anoplura,linognathus pedalis,Linognathus pedalis,species
anoplura,linognathus peleus,Linognathus peleus,species
anoplura,linognathus petasmatus,Linognathus petasmatus,species
anoplura,linognathus piliferus,Linognathus setosus,species
anoplura,linognathus pithodes,Linognathus pithodes,species
anoplura,linognathus praelongiceps,Microthoracius praelongiceps,species
anoplura,linognathus raphiceri,Linognathus raphiceri,species
anoplura,linognathus reduncae,Linognathus reduncae,species
anoplura,linognathus rupicaprae,Linognathus stenopsis,species
anoplura,linognathus saccatus,Linognathus saccatus,species
anoplura,linognathus samburi,Linognathus samburi,species
anoplura,linognathus schistopygus,Linognathus stenopsis,species
anoplura,linognathus setosus bhatii,Linognathus bhatii,species
anoplura,linognathus setosus,Linognathus setosus,species
anoplura,linognathus sosninae,Linognathus sosninae,species
anoplura,linognathus spicatus,Linognathus spicatus,species
anoplura,linognathus stenopsis,Linognathus stenopsis,species
anoplura,linognathus taeniotrichus,Linognathus taeniotrichus,species
anoplura,linognathus taurotragus,Linognathus taurotragus,species
anoplura,linognathus tibialis,Linognathus tibialis,species
anoplura,linognathus tragelaphi,Linognathus panamensis,species
anoplura,linognathus ungufatus,Linognathus angulatus,species
anoplura,linognathus ungulata,Linognathus angulatus,species
anoplura,linognathus vituli,Linognathus vituli,species
anoplura,linognathus vulpis,Linognathus vulpis,species
anoplura,linognathus weissei,Linognathus weissei,species
anoplura,linognathus zumpti,Linognathus zumpti,species
anoplura,linognathus,Linognathus,genus
anoplura,linognatoides inornatus,Neohaematopinus inornatus,species
anoplura,linognatoides,Linognatoides,genus
anoplura,lutegus pectinifer,Linognathoides pectinifer,species
anoplura,lutegus,Lutegus,genus
anoplura,m. cameli,Microthoracius cameli,species
anoplura,m. liae,Mirophthirus liae,species
anoplura,m. mazzai,Microthoracius mazzai,species
anoplura,m. minor,Microthoracius minor,species
anoplura,m. praelongiceps,Microthoracius praelongiceps,species
anoplura,m. uncinatus,Microphthirus uncinatus,species
anoplura,microphthirus uncinatus,Microphthirus uncinatus,species
anoplura,microphthirus,Microphthirus,genus
anoplura,microthoracius cameli,Microthoracius cameli,species
anoplura,microthoracius mazzai,Microthoracius mazzai,species
anoplura,microthoracius minor,Microthoracius minor,species
anoplura,microthoracius praelongiceps,Microthoracius praelongiceps,species
anoplura,microthoracius,Microthoracius,genus
anoplura,mirophthirus liae,Mirophthirus liae,species
anoplura,mirophthirus,Mirophthirus,genus
anoplura,n. antennatus semifasciatus,Neohaematopinus semifasciatus,species
anoplura,n. antennatus,Neohaematopinus sciurinus,species
anoplura,n. appressus,Neohaematopinus appressus,species
anoplura,n. aulacodi,Scipio aulacodi,species
anoplura,n. baibacinae,Linognathoides baibacinae,species
anoplura,n. batuanae,Neohaematopinus batuanae,species
anoplura,n. callosciuri,Neohaematopinus callosciuri,species
anoplura,n. capitaneus,Neohaematopinus capitaneus,species
anoplura,n. ceylonicus,Neohaematopinus ceylonicus,species
anoplura,n. chinensis,Neohaematopinus chinensis,species
anoplura,n. citelli,Linognathoides citelli,species
anoplura,n. citellinus,Neohaematopinus citellinus,species
anoplura,n. cognatus,Neohaematopinus cognatus,species
anoplura,n. echinatus,Neohaematopinus echinatus,species
anoplura,n. elbeli,Neohaematopinus elbeli,species
anoplura,n. elephantuli,Neolinognathus elephantuli,species
anoplura,n. faurei,Linognathoides faurei,species
anoplura,n. griseicolus,Neohaematopinus griseicolus,species
anoplura,n. heliosciuri,Johnsonpthirus heliosciuri,species
anoplura,n. inornatus,Neohaematopinus inornatus,species
anoplura,n. keniae,Johnsonpthirus keniae,species
anoplura,n. kenyae,Johnsonpthirus keniae,species
anoplura,n. kinabalensis,Neohaematopinus kinabalensis,species
anoplura,n. laeviusculus,Linognathoides laeviusculus,species
anoplura,n. longus,Abrocomaphthirus longus,species
anoplura,n. macrospinosus,Neohaematopinus sciurinus,species
anoplura,n. marmotae,Linognathoides marmotae,species
anoplura,n. mathesoni,Linognathoides marmotae,species
anoplura,n. menetensis,Neohaematopinus menetensis,species
anoplura,n. neotomae,Neohaematopinus neotomae,species
anoplura,n. pacificus,Neohaematopinus pacificus,species
anoplura,n. palaearctus,Linognathoides palaearctus,species
anoplura,n. pallidus,Neohaematopinus pallidus,species
anoplura,n. pansus,Neohaematopinus pansus,species
anoplura,n. patas,Pedicinus patas,species
anoplura,n. pectinifer,Linognathoides pectinifer,species
anoplura,n. petauristae,Neohaematopinus petauristae,species
anoplura,n. praelautus,Neolinognathus praelautus,species
anoplura,n. pteromydis,Neohaematopinus pteromydis,species
anoplura,n. qadrii,Neohaematopinus qadrii,species
anoplura,n. relectus,Linognathoides relictus,species
anoplura,n. relictus,Linognathoides relictus,species
anoplura,n. robustus,Neohaematopinus robustus,species
anoplura,n. rupestis,Neohaematopinus rupestis,species
anoplura,n. schizodactylus,Linognathoides schizodactylus,species
anoplura,n. sciuri,Neohaematopinus sciuri,species
anoplura,n. sciurinus griseicolus,Neohaematopinus griseicolus,species
anoplura,n. sciurinus sciurinus,Neohaematopinus sciurinus,species
anoplura,n. sciurinus,Neohaematopinus sciurinus,species
anoplura,n. sciuropteri,Neohaematopinus sciuropteri,species
anoplura,n. semifasciatus,Neohaematopinus semifasciatus,species
anoplura,n. setosus,Neohaematopinus setosus,species
anoplura,n. spilosomae,Neohaematopinus spilosomae,species
anoplura,n. suahelicus,Johnsonpthirus suahelicus,species
anoplura,n. sundasciuri,Neohaematopinus sundasciuri,species
anoplura,n. syriacus,Neohaematopinus syriacus,species
anoplura,n. traubi,Linognathoides traubi,species
anoplura,neohaematopinus antennatus semifasciatus,Neohaematopinus semifasciatus,species
anoplura,neohaematopinus antennatus,Neohaematopinus sciurinus,species
anoplura,neohaematopinus appressus,Neohaematopinus appressus,species
anoplura,neohaematopinus baibacinae,Linognathoides baibacinae,species
anoplura,neohaematopinus batuanae,Neohaematopinus batuanae,species
anoplura,neohaematopinus callosciuri,Neohaematopinus callosciuri,species
anoplura,neohaematopinus capitaneus,Neohaematopinus capitaneus,species
anoplura,neohaematopinus ceylonicus,Neohaematopinus ceylonicus,species
anoplura,neohaematopinus chinensis,Neohaematopinus chinensis,species
anoplura,neohaematopinus citelli,Linognathoides citelli,species
anoplura,neohaematopinus citellinus,Neohaematopinus citellinus,species
anoplura,neohaematopinus cognatus,Neohaematopinus cognatus,species
anoplura,neohaematopinus echinatus,Neohaematopinus echinatus,species
anoplura,neohaematopinus elbeli,Neohaematopinus elbeli,species
anoplura,neohaematopinus faurei,Linognathoides faurei,species
anoplura,neohaematopinus griseicolus,Neohaematopinus griseicolus,species
anoplura,neohaematopinus heliosciuri,Johnsonpthirus heliosciuri,species
anoplura,neohaematopinus inornatus,Neohaematopinus inornatus,species
anoplura,neohaematopinus keniae,Johnsonpthirus keniae,species
anoplura,neohaematopinus kenyae,Johnsonpthirus keniae,species
anoplura,neohaematopinus kinabalensis,Neohaematopinus kinabalensis,species
anoplura,neohaematopinus laeviusculus,Linognathoides laeviusculus,species
anoplura,neohaematopinus longus,Abrocomaphthirus longus,species
anoplura,neohaematopinus macrospinosus,Neohaematopinus sciurinus,species
anoplura,neohaematopinus marmotae,Linognathoides marmotae,species
anoplura,neohaematopinus mathesoni,Linognathoides marmotae,species
anoplura,neohaematopinus menetensis,Neohaematopinus menetensis,species
anoplura,neohaematopinus neotomae,Neohaematopinus neotomae,species
anoplura,neohaematopinus pacificus,Neohaematopinus pacificus,species
anoplura,neohaematopinus palaearctus,Linognathoides palaearctus,species
anoplura,neohaematopinus pallidus,Neohaematopinus pallidus,species
anoplura,neohaematopinus pansus,Neohaematopinus pansus,species
anoplura,neohaematopinus pectinifer,Linognathoides pectinifer,species
anoplura,neohaematopinus petauristae,Neohaematopinus petauristae,species
anoplura,neohaematopinus pteromydis,Neohaematopinus pteromydis,species
anoplura,neohaematopinus qadrii,Neohaematopinus qadrii,species
anoplura,neohaematopinus relectus,Linognathoides relictus,species
anoplura,neohaematopinus relictus,Linognathoides relictus,species
anoplura,neohaematopinus robustus,Neohaematopinus robustus,species
anoplura,neohaematopinus rupestis,Neohaematopinus rupestis,species
anoplura,neohaematopinus schizodactylus,Linognathoides schizodactylus,species
anoplura,neohaematopinus sciuri,Neohaematopinus sciuri,species
anoplura,neohaematopinus sciurinus griseicolus,Neohaematopinus griseicolus,species
anoplura,neohaematopinus sciurinus sciurinus,Neohaematopinus sciurinus,species
anoplura,neohaematopinus sciurinus,Neohaematopinus sciurinus,species
anoplura,neohaematopinus sciuropteri,Neohaematopinus sciuropteri,species
anoplura,neohaematopinus semifasciatus,Neohaematopinus semifasciatus,species
anoplura,neohaematopinus setosus,Neohaematopinus setosus,species
anoplura,neohaematopinus spilosomae,Neohaematopinus spilosomae,species
anoplura,neohaematopinus suahelicus,Johnsonpthirus suahelicus,species
anoplura,neohaematopinus sundasciuri,Neohaematopinus sundasciuri,species
anoplura,neohaematopinus syriacus,Neohaematopinus syriacus,species
anoplura,neohaematopinus traubi,Linognathoides traubi,species
anoplura,neohaematopinus,Neohaematopinus,genus
anoplura,neolinognathus elephantuli,Neolinognathus elephantuli,species
anoplura,neolinognathus praelautus,Neolinognathus praelautus,species
anoplura,neolinognathus,Neolinognathus,genus
anoplura,neopedicinus patas,Pedicinus patas,species
anoplura,neopedicinus,Neopedicinus,genus
anoplura,neumannellus aulacodi,Scipio aulacodi,species
anoplura,neumannellus,Neumannellus,genus
anoplura,p. abscisa,Polyplax alaskensis,species
anoplura,p. abyssinica,Polyplax abyssinica,species
anoplura,p. acanthopus,Hoplopleura acanthopus,species
anoplura,p. acomydis,Polyplax acomydis,species
anoplura,p. aethiopicus,Prolinognathus aethiopicus,species
anoplura,p. affinis,Polyplax serrata,species
anoplura,p. africanus,Proenderleinellus calva,species
anoplura,p. alaskensis,Polyplax alaskensis,species
anoplura,p. alata,Pterophthirus alata,species
anoplura,p. albidior,Pediculus humanus,species
anoplura,p. albidus,Pedicinus albidus,species
anoplura,p. ancoratus,Pedicinus ancoratus,species
anoplura,p. antennata,Polyplax antennata,species
anoplura,p. aquaticus,Pediculus aquaticus,species
anoplura,p. arcuatus,Prolinognathus arcuatus,species
anoplura,p. arvicanthis,Polyplax arvicanthis,species
anoplura,p. asiatica,Polyplax asiatica,species
anoplura,p. asini,Haematopinus asini,species
anoplura,p. assimilis,Pediculus humanus,species
anoplura,p. atelophilus,Pediculus mj�bergi,species
anoplura,p. atratulus,Pedicinus atratulus,species
anoplura,p. audax,Pterophthirus audax,species
anoplura,p. auricularis,Polyplax auricularis,species
anoplura,p. avahidis,Phthirpediculus avahidis,species
anoplura,p. badii,Pedicinus badii,species
anoplura,p. badiivorus,Pedicinus badii,species
anoplura,p. beaucournui,Polyplax beaucournui,species
anoplura,p. bidentatus,Hoplopleura bidentata,species
anoplura,p. bilobatus,Pedicinus patas,species
anoplura,p. biseriata,Polyplax biseriata,species
anoplura,p. blanfordi,Polyplax blanfordi,species
anoplura,p. borealis,Polyplax borealis,species
anoplura,p. bovis vituli,Linognathus vituli,species
